"GEO_ID","NAME","B25008_001E","B25008_001M","B25008_002E","B25008_002M","B25008_003E","B25008_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied","Margin of Error!!Total:!!Owner occupied","Estimate!!Total:!!Renter occupied","Margin of Error!!Total:!!Renter occupied",
"1500000US060371133011","Block Group 1, Census Tract 1133.01, Los Angeles County, California","636","222","636","222","0","13",
"1500000US060371133012","Block Group 2, Census Tract 1133.01, Los Angeles County, California","3612","679","1653","623","1959","473",
"1500000US060371133031","Block Group 1, Census Tract 1133.03, Los Angeles County, California","2536","332","2152","347","384","185",
"1500000US060371133032","Block Group 2, Census Tract 1133.03, Los Angeles County, California","1162","271","860","261","302","207",
"1500000US060371133221","Block Group 1, Census Tract 1133.22, Los Angeles County, California","1568","370","1531","364","37","43",
"1500000US060371133222","Block Group 2, Census Tract 1133.22, Los Angeles County, California","2690","722","1564","288","1126","730",
"1500000US060371133231","Block Group 1, Census Tract 1133.23, Los Angeles County, California","2332","609","817","305","1515","564",
"1500000US060371133232","Block Group 2, Census Tract 1133.23, Los Angeles County, California","1518","447","174","148","1344","449",
"1500000US060371133241","Block Group 1, Census Tract 1133.24, Los Angeles County, California","2931","1619","223","103","2708","1609",
"1500000US060371134231","Block Group 1, Census Tract 1134.23, Los Angeles County, California","1876","793","1435","646","441","498",
"1500000US060371134232","Block Group 2, Census Tract 1134.23, Los Angeles County, California","1383","429","577","272","806","434",
"1500000US060371134241","Block Group 1, Census Tract 1134.24, Los Angeles County, California","2038","662","1470","600","568","236",
"1500000US060371134242","Block Group 2, Census Tract 1134.24, Los Angeles County, California","1104","341","1059","331","45","69",
"1500000US060371134251","Block Group 1, Census Tract 1134.25, Los Angeles County, California","1279","421","0","13","1279","421",
"1500000US060371134252","Block Group 2, Census Tract 1134.25, Los Angeles County, California","3282","702","142","101","3140","703",
"1500000US060371134261","Block Group 1, Census Tract 1134.26, Los Angeles County, California","2398","373","1274","305","1124","412",
"1500000US060371134271","Block Group 1, Census Tract 1134.27, Los Angeles County, California","1025","316","436","192","589","270",
"1500000US060371134272","Block Group 2, Census Tract 1134.27, Los Angeles County, California","1122","309","213","141","909","300",
"1500000US060371134281","Block Group 1, Census Tract 1134.28, Los Angeles County, California","866","385","741","384","125","136",
"1500000US060371134282","Block Group 2, Census Tract 1134.28, Los Angeles County, California","1369","347","1209","343","160","201",
"1500000US060371134283","Block Group 3, Census Tract 1134.28, Los Angeles County, California","1757","1465","1556","1449","201","277",
"1500000US060371151011","Block Group 1, Census Tract 1151.01, Los Angeles County, California","1324","287","1085","252","239","178",
"1500000US060371151012","Block Group 2, Census Tract 1151.01, Los Angeles County, California","1877","322","1813","322","64","70",
"1500000US060371151013","Block Group 3, Census Tract 1151.01, Los Angeles County, California","1803","482","1766","489","37","58",
"1500000US060371151031","Block Group 1, Census Tract 1151.03, Los Angeles County, California","20","28","0","13","20","28",
"1500000US060371151041","Block Group 1, Census Tract 1151.04, Los Angeles County, California","765","239","660","223","105","89",
"1500000US060371151042","Block Group 2, Census Tract 1151.04, Los Angeles County, California","943","285","419","215","524","240",
"1500000US060371151043","Block Group 3, Census Tract 1151.04, Los Angeles County, California","1082","350","257","158","825","324",
"1500000US060371151044","Block Group 4, Census Tract 1151.04, Los Angeles County, California","1656","441","268","174","1388","423",
"1500000US060371152021","Block Group 1, Census Tract 1152.02, Los Angeles County, California","2134","491","961","413","1173","319",
"1500000US060371152022","Block Group 2, Census Tract 1152.02, Los Angeles County, California","2622","1015","1594","645","1028","888",
"1500000US060371152023","Block Group 3, Census Tract 1152.02, Los Angeles County, California","1209","359","400","236","809","287",
"1500000US060371152031","Block Group 1, Census Tract 1152.03, Los Angeles County, California","1736","538","559","270","1177","517",
"1500000US060371152032","Block Group 2, Census Tract 1152.03, Los Angeles County, California","365","210","0","13","365","210",
"1500000US060371152041","Block Group 1, Census Tract 1152.04, Los Angeles County, California","1801","445","713","296","1088","441",
"1500000US060371152042","Block Group 2, Census Tract 1152.04, Los Angeles County, California","2100","617","884","346","1216","586",
"1500000US060371153011","Block Group 1, Census Tract 1153.01, Los Angeles County, California","1265","307","982","303","283","213",
"1500000US060371153012","Block Group 2, Census Tract 1153.01, Los Angeles County, California","1245","553","136","82","1109","541",
"1500000US060371153013","Block Group 3, Census Tract 1153.01, Los Angeles County, California","1163","336","1039","396","124","119",
"1500000US060371153014","Block Group 4, Census Tract 1153.01, Los Angeles County, California","936","313","245","106","691","294",
"1500000US060371153021","Block Group 1, Census Tract 1153.02, Los Angeles County, California","1089","241","32","47","1057","241",
"1500000US060371153022","Block Group 2, Census Tract 1153.02, Los Angeles County, California","1272","349","25","26","1247","344",
"1500000US060371153023","Block Group 3, Census Tract 1153.02, Los Angeles County, California","1270","247","1113","236","157","82",
"1500000US060371154011","Block Group 1, Census Tract 1154.01, Los Angeles County, California","1584","432","191","98","1393","429",
"1500000US060371154012","Block Group 2, Census Tract 1154.01, Los Angeles County, California","1168","392","303","194","865","349",
"1500000US060371154013","Block Group 3, Census Tract 1154.01, Los Angeles County, California","1729","512","833","459","896","286",
"1500000US060371154014","Block Group 4, Census Tract 1154.01, Los Angeles County, California","1690","590","1108","524","582","342",
"1500000US060371154031","Block Group 1, Census Tract 1154.03, Los Angeles County, California","1576","353","182","127","1394","330",
"1500000US060371154032","Block Group 2, Census Tract 1154.03, Los Angeles County, California","1774","787","798","188","976","777",
"1500000US060371154041","Block Group 1, Census Tract 1154.04, Los Angeles County, California","1175","296","691","252","484","279",
"1500000US060371154042","Block Group 2, Census Tract 1154.04, Los Angeles County, California","1555","321","668","177","887","316",
"1500000US060371171011","Block Group 1, Census Tract 1171.01, Los Angeles County, California","1807","440","1304","383","503","453",
"1500000US060371171012","Block Group 2, Census Tract 1171.01, Los Angeles County, California","1368","472","1281","477","87","93",
"1500000US060371171013","Block Group 3, Census Tract 1171.01, Los Angeles County, California","1951","621","397","266","1554","582",
"1500000US060371171021","Block Group 1, Census Tract 1171.02, Los Angeles County, California","1036","332","918","328","118","105",
"1500000US060371171022","Block Group 2, Census Tract 1171.02, Los Angeles County, California","1620","287","1146","294","474","222",
"1500000US060371172011","Block Group 1, Census Tract 1172.01, Los Angeles County, California","1319","363","799","303","520","316",
"1500000US060371172012","Block Group 2, Census Tract 1172.01, Los Angeles County, California","1935","513","342","208","1593","541",
"1500000US060371172013","Block Group 3, Census Tract 1172.01, Los Angeles County, California","1239","373","166","138","1073","364",
"1500000US060371172021","Block Group 1, Census Tract 1172.02, Los Angeles County, California","1902","425","1555","414","347","162",
"1500000US060371172022","Block Group 2, Census Tract 1172.02, Los Angeles County, California","878","190","738","172","140","93",
"1500000US060371173011","Block Group 1, Census Tract 1173.01, Los Angeles County, California","1693","390","812","298","881","453",
"1500000US060371173012","Block Group 2, Census Tract 1173.01, Los Angeles County, California","1237","346","1144","343","93","93",
"1500000US060371173013","Block Group 3, Census Tract 1173.01, Los Angeles County, California","772","207","710","203","62","89",
"1500000US060371173021","Block Group 1, Census Tract 1173.02, Los Angeles County, California","1479","542","1322","536","157","173",
"1500000US060371173022","Block Group 2, Census Tract 1173.02, Los Angeles County, California","759","276","736","277","23","35",
"1500000US060371173023","Block Group 3, Census Tract 1173.02, Los Angeles County, California","1100","246","1072","252","28","43",
"1500000US060371173024","Block Group 4, Census Tract 1173.02, Los Angeles County, California","1368","407","619","205","749","373",
"1500000US060371173031","Block Group 1, Census Tract 1173.03, Los Angeles County, California","2604","380","2034","366","570","285",
"1500000US060371173032","Block Group 2, Census Tract 1173.03, Los Angeles County, California","1812","1043","1577","1031","235","287",
"1500000US060371174041","Block Group 1, Census Tract 1174.04, Los Angeles County, California","912","244","876","250","36","33",
"1500000US060371174042","Block Group 2, Census Tract 1174.04, Los Angeles County, California","1568","718","1427","730","141","144",
"1500000US060371174043","Block Group 3, Census Tract 1174.04, Los Angeles County, California","2909","910","1648","485","1261","824",
"1500000US060371174051","Block Group 1, Census Tract 1174.05, Los Angeles County, California","2589","558","0","13","2589","558",
"1500000US060371174052","Block Group 2, Census Tract 1174.05, Los Angeles County, California","811","286","213","153","598","246",
"1500000US060371174071","Block Group 1, Census Tract 1174.07, Los Angeles County, California","958","228","0","13","958","228",
"1500000US060371174072","Block Group 2, Census Tract 1174.07, Los Angeles County, California","2744","409","10","14","2734","408",
"1500000US060371174081","Block Group 1, Census Tract 1174.08, Los Angeles County, California","2592","337","411","171","2181","334",
"1500000US060371175101","Block Group 1, Census Tract 1175.10, Los Angeles County, California","1039","338","0","13","1039","338",
"1500000US060371175102","Block Group 2, Census Tract 1175.10, Los Angeles County, California","1456","444","546","255","910","401",
"1500000US060371175103","Block Group 3, Census Tract 1175.10, Los Angeles County, California","1383","454","0","13","1383","454",
"1500000US060371175201","Block Group 1, Census Tract 1175.20, Los Angeles County, California","2084","427","690","209","1394","426",
"1500000US060371175202","Block Group 2, Census Tract 1175.20, Los Angeles County, California","2168","486","11","17","2157","485",
"1500000US060371175301","Block Group 1, Census Tract 1175.30, Los Angeles County, California","1470","491","45","70","1425","486",
"1500000US060371175302","Block Group 2, Census Tract 1175.30, Los Angeles County, California","1663","485","389","205","1274","422",
